-3.129;0.0197394;-0.29086268;neutral
-3.0957;-0.017861549;-0.2882163;neutral
-3.062411111111111;-0.024711791;-0.28981674;neutral
-3.0291111111111113;-0.0008387305;-0.28110915;neutral
-2.9958222222222224;-0.00582831;-0.28401637;neutral
-2.9625333333333335;0.0051791035;-0.28245163;neutral
-2.9292333333333334;-0.031196777;-0.30213046;neutral
-2.8959444444444444;-0.05363718;-0.3019405;neutral
-2.8626444444444443;-0.054993335;-0.29287565;neutral
-2.8293555555555554;-0.05813724;-0.2906394;neutral
-2.7960555555555553;-0.066138715;-0.29160357;neutral
-2.762766666666667;-0.058542196;-0.28312975;neutral
-2.7294666666666667;-0.057360325;-0.27476895;neutral
-2.696177777777778;-0.046262953;-0.2645828;neutral
-2.6628777777777777;-0.06272504;-0.27148902;neutral
-2.6295888888888888;-0.0689615;-0.26808667;neutral
-2.596288888888889;-0.05411491;-0.25746584;neutral
-2.5629999999999997;-0.045412663;-0.24978304;neutral
-2.5297111111111112;-0.014892239;-0.22924119;neutral
-2.496411111111111;0.025136467;-0.22089821;neutral
-2.463122222222222;0.03208637;-0.21605492;neutral
-2.396533333333333;0.014186036;-0.20601702;neutral
-2.3632333333333335;0.021408524;-0.20987386;neutral
-2.329944444444444;0.0437047;-0.20811713;neutral
-2.2966555555555557;0.070585996;-0.20465767;neutral
-2.2633555555555556;0.042689648;-0.2076062;neutral
-2.2300666666666666;-0.079768166;-0.22691005;neutral
-2.1967666666666665;-0.049000744;-0.21128482;neutral
-2.1634777777777776;0.0012272708;-0.1750927;neutral
-2.130177777777778;-0.002800811;-0.17680073;neutral
-2.096877777777778;0.023179855;-0.1763323;neutral
-2.063588888888889;0.038126048;-0.1773879;neutral
-2.0303;0.0657364;-0.15687358;neutral
-1.9969999999999999;0.08737753;-0.1527279;neutral
-1.963711111111111;0.08504532;-0.14834577;neutral
-1.930411111111111;0.07593931;-0.14780265;neutral
-1.8971222222222224;0.069597766;-0.14732277;neutral
-1.8638333333333332;0.07124826;-0.14538497;neutral
-1.8305333333333333;0.08259845;-0.1366831;neutral
-1.7972444444444444;0.016828906;-0.1890018;neutral
-1.7639444444444443;-0.1384008;-0.27690697;neutral
-1.7306555555555554;-0.09663996;-0.224572;neutral
-1.6973555555555555;-0.07706055;-0.18855667;neutral
-1.6640666666666666;-0.04089107;-0.16689873;neutral
-1.6307666666666667;-0.028509174;-0.1464712;neutral
-1.5974777777777778;0.008200046;-0.13875788;neutral
-1.5641777777777777;-0.016869832;-0.14099443;neutral
-1.5308888888888887;0.021108415;-0.13729632;neutral
-1.4975888888888889;0.033653345;-0.130301;neutral
-1.4643;0.039582636;-0.1257959;neutral
